area,bedrooms,age,price
1252,3,49,142000
2127,3,14,271000
1558,3,63,140000
804,2,70,119000
1440,3,26,182900
1838,4,1,192140
958,2,33,143750
968,4,80,64500
1792,3,8,186500
1126,3,29,160000
1537,3,46,174000
864,3,36,120500
1932,2,0,394617
1236,2,53,149700
1725,3,28,197000
2555,3,86,191000
848,1,4,149300
2007,3,1,310000
952,2,93,121000
1422,3,3,179600
913,3,41,129000
1188,3,48,157900
2090,3,12,240000
1346,2,97,112000
630,1,36,92000
1792,4,35,136000
1578,3,1,287090
1072,2,1,145000
1140,3,0,84500
1221,2,5,185000
1647,3,8,175000
2073,3,32,210000
2340,4,69,266500
1078,2,60,142125
1256,3,43,147500
